tweet_id	label
200047	Lit-News_mentions
301346	non-personal_reports
200290	Self_reports
300931	Self_reports
101157	Lit-News_mentions
104864	Lit-News_mentions
105116	Lit-News_mentions
101038	Lit-News_mentions
100328	Lit-News_mentions
102402	Lit-News_mentions
300946	Self_reports
103843	Lit-News_mentions
104336	Lit-News_mentions
101373	Lit-News_mentions
201593	Self_reports
201415	Lit-News_mentions
301773	non-personal_reports
201169	Self_reports
100055	Lit-News_mentions
201583	Self_reports
200836	Self_reports
101195	Lit-News_mentions
100213	Lit-News_mentions
201024	Lit-News_mentions
201100	Self_reports
102488	Lit-News_mentions
200669	Self_reports
103567	Self_reports
201146	Self_reports
201031	Self_reports
200547	Self_reports
105607	Lit-News_mentions
102664	Lit-News_mentions
300716	Self_reports
100143	Lit-News_mentions
100482	Lit-News_mentions
100621	Lit-News_mentions
201513	Self_reports
105927	Lit-News_mentions
100384	Lit-News_mentions
200794	Self_reports
200852	Self_reports
103594	Lit-News_mentions
300231	non-personal_reports
201558	non-personal_reports
301519	Lit-News_mentions
100587	Lit-News_mentions
200169	Self_reports
300665	Self_reports
101566	Lit-News_mentions
102214	Lit-News_mentions
101568	Lit-News_mentions
302137	Self_reports
100306	Lit-News_mentions
102327	Lit-News_mentions
101382	Lit-News_mentions
100241	Lit-News_mentions
300668	non-personal_reports
104783	Lit-News_mentions
201219	Self_reports
102483	Lit-News_mentions
302280	non-personal_reports
301489	non-personal_reports
104929	Lit-News_mentions
100827	Lit-News_mentions
104854	Lit-News_mentions
300513	Self_reports
101478	Lit-News_mentions
300507	non-personal_reports
300833	Self_reports
301336	non-personal_reports
102255	Lit-News_mentions
301747	non-personal_reports
104636	non-personal_reports
301466	non-personal_reports
201409	Self_reports
300058	Self_reports
200888	Self_reports
104434	Lit-News_mentions
105102	Lit-News_mentions
105274	Lit-News_mentions
200465	Self_reports
301373	Self_reports
301902	non-personal_reports
100530	Lit-News_mentions
105403	Lit-News_mentions
104260	Lit-News_mentions
102658	Lit-News_mentions
302327	non-personal_reports
101109	Lit-News_mentions
104476	Lit-News_mentions
103928	Lit-News_mentions
103474	Lit-News_mentions
302316	Self_reports
300236	non-personal_reports
105759	Lit-News_mentions
104767	Lit-News_mentions
301046	non-personal_reports
300803	non-personal_reports
103259	Lit-News_mentions
200855	Self_reports
100476	Lit-News_mentions
101135	Lit-News_mentions
100835	Lit-News_mentions
201444	Self_reports
200138	Self_reports
300591	non-personal_reports
301862	Self_reports
100581	Lit-News_mentions
103637	Self_reports
201550	Self_reports
200940	Self_reports
102969	Lit-News_mentions
105466	Lit-News_mentions
103412	Lit-News_mentions
101128	Lit-News_mentions
104676	Lit-News_mentions
105076	Lit-News_mentions
104454	Lit-News_mentions
200346	non-personal_reports
302125	Self_reports
104033	Lit-News_mentions
101672	Lit-News_mentions
100943	Lit-News_mentions
101873	Lit-News_mentions
101467	Lit-News_mentions
105658	Lit-News_mentions
103272	Lit-News_mentions
100627	Lit-News_mentions
301238	non-personal_reports
101012	Lit-News_mentions
104518	Lit-News_mentions
105069	Lit-News_mentions
103663	Lit-News_mentions
301848	non-personal_reports
200848	Self_reports
100776	non-personal_reports
105144	Lit-News_mentions
105681	Lit-News_mentions
300809	non-personal_reports
200955	Self_reports
103253	Lit-News_mentions
301422	non-personal_reports
105195	Lit-News_mentions
300274	Self_reports
101694	Lit-News_mentions
101532	Lit-News_mentions
300646	non-personal_reports
302026	non-personal_reports
105064	Lit-News_mentions
100953	Lit-News_mentions
200617	Self_reports
104764	Lit-News_mentions
100656	Lit-News_mentions
200994	Self_reports
200343	Self_reports
101401	non-personal_reports
101795	Lit-News_mentions
103406	Lit-News_mentions
301181	non-personal_reports
102549	Lit-News_mentions
100243	Lit-News_mentions
201459	Self_reports
104998	Lit-News_mentions
302275	non-personal_reports
105483	Lit-News_mentions
301396	non-personal_reports
102925	Lit-News_mentions
201143	Self_reports
100962	Lit-News_mentions
100940	Lit-News_mentions
200665	Self_reports
200986	Self_reports
302198	non-personal_reports
300564	non-personal_reports
201581	Self_reports
102080	Lit-News_mentions
104477	non-personal_reports
101489	Lit-News_mentions
302206	non-personal_reports
200663	Self_reports
105654	Lit-News_mentions
301182	non-personal_reports
104401	Lit-News_mentions
104464	Lit-News_mentions
103448	Lit-News_mentions
201154	Self_reports
104330	Lit-News_mentions
302017	Self_reports
301783	Self_reports
301322	Lit-News_mentions
302114	non-personal_reports
300222	non-personal_reports
300158	non-personal_reports
101131	Lit-News_mentions
200549	Self_reports
103308	Lit-News_mentions
101144	Lit-News_mentions
103806	Lit-News_mentions
300491	non-personal_reports
201225	Self_reports
301746	non-personal_reports
200633	Lit-News_mentions
104465	Lit-News_mentions
300781	non-personal_reports
105965	Lit-News_mentions
100937	Lit-News_mentions
101587	Lit-News_mentions
103574	Lit-News_mentions
200183	Self_reports
101334	Lit-News_mentions
102367	Lit-News_mentions
105545	Lit-News_mentions
103420	Lit-News_mentions
201038	Self_reports
200915	Self_reports
200005	Self_reports
301064	non-personal_reports
301643	Self_reports
101667	non-personal_reports
103035	Lit-News_mentions
300944	non-personal_reports
102894	Lit-News_mentions
102113	Lit-News_mentions
201652	Self_reports
201346	Self_reports
102596	non-personal_reports
102854	Lit-News_mentions
105449	Lit-News_mentions
104261	Lit-News_mentions
200533	Self_reports
101611	Lit-News_mentions
100104	Lit-News_mentions
201150	Self_reports
100823	Lit-News_mentions
101772	Lit-News_mentions
200479	Self_reports
300852	non-personal_reports
301616	non-personal_reports
301919	Self_reports
100599	Lit-News_mentions
105805	Lit-News_mentions
104264	Lit-News_mentions
105303	Lit-News_mentions
300266	non-personal_reports
104635	Lit-News_mentions
101386	Lit-News_mentions
200766	Self_reports
101086	non-personal_reports
101179	Lit-News_mentions
201606	Self_reports
200291	Self_reports
100959	Lit-News_mentions
200724	Self_reports
102149	Lit-News_mentions
103774	Lit-News_mentions
103589	Lit-News_mentions
104026	Lit-News_mentions
104300	Lit-News_mentions
301235	Self_reports
102904	Lit-News_mentions
101222	Lit-News_mentions
100447	Lit-News_mentions
302080	non-personal_reports
300720	non-personal_reports
100877	Lit-News_mentions
301180	Self_reports
100136	Lit-News_mentions
103921	Lit-News_mentions
105135	Lit-News_mentions
103293	Lit-News_mentions
105194	Lit-News_mentions
300914	Self_reports
100660	Lit-News_mentions
103073	Lit-News_mentions
102625	Lit-News_mentions
301300	Self_reports
301726	Self_reports
201602	Self_reports
300399	non-personal_reports
102955	Lit-News_mentions
100750	Lit-News_mentions
301575	Self_reports
201650	Self_reports
105711	Lit-News_mentions
201404	Self_reports
102918	Lit-News_mentions
201555	Self_reports
105128	Lit-News_mentions
101492	Lit-News_mentions
301846	Self_reports
201268	Self_reports
100142	Lit-News_mentions
102532	Lit-News_mentions
302032	non-personal_reports
105609	Lit-News_mentions
103396	Lit-News_mentions
103828	Lit-News_mentions
300474	non-personal_reports
101210	Lit-News_mentions
105045	Lit-News_mentions
302339	non-personal_reports
200385	Self_reports
103847	Lit-News_mentions
105605	Lit-News_mentions
302100	Self_reports
101626	Lit-News_mentions
201261	Self_reports
100502	Lit-News_mentions
300638	non-personal_reports
101231	Lit-News_mentions
105333	Lit-News_mentions
102611	Self_reports
301555	Self_reports
300887	Self_reports
105551	Lit-News_mentions
101147	Lit-News_mentions
101584	Lit-News_mentions
301806	Self_reports
101679	non-personal_reports
200881	Self_reports
300372	Lit-News_mentions
300045	non-personal_reports
200068	Lit-News_mentions
105338	Lit-News_mentions
102861	Lit-News_mentions
103827	Lit-News_mentions
101615	Lit-News_mentions
300999	non-personal_reports
100625	Lit-News_mentions
105790	Lit-News_mentions
103606	Lit-News_mentions
105228	Lit-News_mentions
101921	Lit-News_mentions
102870	Lit-News_mentions
200065	Self_reports
105334	Lit-News_mentions
103587	Lit-News_mentions
301042	non-personal_reports
105007	Lit-News_mentions
100373	Lit-News_mentions
300065	non-personal_reports
105710	Lit-News_mentions
104395	Lit-News_mentions
103162	Lit-News_mentions
102326	Lit-News_mentions
100477	Lit-News_mentions
101910	Lit-News_mentions
102235	Lit-News_mentions
200189	Self_reports
100596	Lit-News_mentions
200107	Self_reports
300508	non-personal_reports
102957	Lit-News_mentions
200372	Self_reports
105243	non-personal_reports
301587	Self_reports
200920	Self_reports
102486	Lit-News_mentions
104283	Lit-News_mentions
100995	Lit-News_mentions
300004	non-personal_reports
100977	Lit-News_mentions
300919	Self_reports
200094	non-personal_reports
100259	Lit-News_mentions
100718	Lit-News_mentions
101269	Lit-News_mentions
103184	non-personal_reports
105226	Lit-News_mentions
103157	Lit-News_mentions
200615	Self_reports
201358	Self_reports
300701	Lit-News_mentions
300737	non-personal_reports
301092	non-personal_reports
105962	Lit-News_mentions
300956	Lit-News_mentions
104349	Lit-News_mentions
100963	Lit-News_mentions
102623	Lit-News_mentions
301230	Lit-News_mentions
104097	Lit-News_mentions
102302	Lit-News_mentions
200384	Self_reports
201165	Lit-News_mentions
302040	Self_reports
103659	Lit-News_mentions
104691	Lit-News_mentions
301490	Self_reports
201632	Self_reports
103113	Lit-News_mentions
104400	Lit-News_mentions
100921	Lit-News_mentions
200395	Self_reports
100809	Lit-News_mentions
101278	Lit-News_mentions
102185	non-personal_reports
100766	Lit-News_mentions
201043	Self_reports
300777	Self_reports
301236	non-personal_reports
103046	non-personal_reports
101291	Lit-News_mentions
201104	Self_reports
104708	Lit-News_mentions
105614	Lit-News_mentions
102683	Lit-News_mentions
200466	non-personal_reports
105670	Lit-News_mentions
100409	Lit-News_mentions
100699	Lit-News_mentions
101876	Lit-News_mentions
200109	Self_reports
100440	Lit-News_mentions
301298	non-personal_reports
300927	non-personal_reports
302097	non-personal_reports
300990	non-personal_reports
201552	Self_reports
100348	Lit-News_mentions
104078	Lit-News_mentions
104779	Lit-News_mentions
104662	Lit-News_mentions
103069	Lit-News_mentions
201551	Self_reports
300397	non-personal_reports
300277	non-personal_reports
201571	Self_reports
105100	non-personal_reports
200903	Self_reports
102125	Lit-News_mentions
201228	Self_reports
101410	Lit-News_mentions
104478	non-personal_reports
102266	Lit-News_mentions
102273	Lit-News_mentions
104466	Lit-News_mentions
300458	non-personal_reports
102392	Lit-News_mentions
200488	Self_reports
301161	Lit-News_mentions
105528	Lit-News_mentions
105001	Lit-News_mentions
102429	Lit-News_mentions
100137	Lit-News_mentions
102438	Lit-News_mentions
100080	Lit-News_mentions
103754	Lit-News_mentions
105766	Lit-News_mentions
300021	Lit-News_mentions
105118	Lit-News_mentions
105355	Lit-News_mentions
300792	non-personal_reports
100443	Lit-News_mentions
300173	Lit-News_mentions
101023	Lit-News_mentions
301270	Lit-News_mentions
105121	Lit-News_mentions
302034	non-personal_reports
102590	Lit-News_mentions
104366	Lit-News_mentions
100647	Lit-News_mentions
104075	Lit-News_mentions
102586	Lit-News_mentions
201641	Self_reports
105034	Lit-News_mentions
103403	Lit-News_mentions
100796	Lit-News_mentions
104956	Lit-News_mentions
100427	Lit-News_mentions
103521	non-personal_reports
103905	Lit-News_mentions
301252	Self_reports
105152	Lit-News_mentions
103683	Lit-News_mentions
104816	Lit-News_mentions
101983	Lit-News_mentions
105345	Lit-News_mentions
103094	Lit-News_mentions
101781	Lit-News_mentions
300146	Lit-News_mentions
201326	Self_reports
100670	Lit-News_mentions
101441	Lit-News_mentions
105359	non-personal_reports
100214	non-personal_reports
101408	Lit-News_mentions
300582	non-personal_reports
104992	Lit-News_mentions
200327	Self_reports
300346	non-personal_reports
101071	Lit-News_mentions
104265	Lit-News_mentions
201619	Self_reports
300791	non-personal_reports
105268	Lit-News_mentions
103107	Lit-News_mentions
301428	Lit-News_mentions
200758	Lit-News_mentions
103492	Lit-News_mentions
200913	non-personal_reports
103442	Lit-News_mentions
104593	Lit-News_mentions
105221	Lit-News_mentions
105907	Lit-News_mentions
103998	Lit-News_mentions
100824	Lit-News_mentions
301711	non-personal_reports
100582	Lit-News_mentions
300818	Lit-News_mentions
101232	Lit-News_mentions
302171	non-personal_reports
104067	Lit-News_mentions
105319	Lit-News_mentions
301767	non-personal_reports
105530	Lit-News_mentions
201093	Self_reports
300692	non-personal_reports
300715	Self_reports
102817	Lit-News_mentions
200027	Self_reports
101925	Lit-News_mentions
103624	Lit-News_mentions
200509	Self_reports
200173	non-personal_reports
104746	Lit-News_mentions
104231	Lit-News_mentions
301889	Lit-News_mentions
105477	Lit-News_mentions
300027	non-personal_reports
301570	non-personal_reports
200818	non-personal_reports
105637	Lit-News_mentions
200420	Self_reports
102363	Lit-News_mentions
102316	Lit-News_mentions
102599	Lit-News_mentions
102385	Lit-News_mentions
102570	Lit-News_mentions
200582	Self_reports
201389	Self_reports
100672	Lit-News_mentions
104729	Lit-News_mentions
104042	Lit-News_mentions
101783	Lit-News_mentions
101048	Lit-News_mentions
104710	Lit-News_mentions
200943	Self_reports
104237	Lit-News_mentions
105304	Lit-News_mentions
102815	Lit-News_mentions
301523	non-personal_reports
101442	Lit-News_mentions
101189	Lit-News_mentions
104879	Lit-News_mentions
300699	non-personal_reports
301915	non-personal_reports
101819	Lit-News_mentions
300947	non-personal_reports
100686	Lit-News_mentions
103927	Lit-News_mentions
102709	Lit-News_mentions
200539	Lit-News_mentions
301242	non-personal_reports
301939	non-personal_reports
200957	Self_reports
101671	Lit-News_mentions
201092	non-personal_reports
200085	Self_reports
101283	Lit-News_mentions
301262	Lit-News_mentions
103174	Lit-News_mentions
104372	Lit-News_mentions
100287	Lit-News_mentions
200334	Self_reports
103804	Lit-News_mentions
300286	Self_reports
104675	non-personal_reports
301895	non-personal_reports
104382	Lit-News_mentions
201052	Self_reports
101123	Lit-News_mentions
104412	Lit-News_mentions
100300	Lit-News_mentions
105316	Lit-News_mentions
301562	Lit-News_mentions
301719	non-personal_reports
101163	non-personal_reports
101148	Lit-News_mentions
200554	Self_reports
102078	Lit-News_mentions
200935	Self_reports
103890	Lit-News_mentions
200182	Lit-News_mentions
100167	Lit-News_mentions
301106	non-personal_reports
102516	Lit-News_mentions
201095	Self_reports
201037	Self_reports
200519	Self_reports
300656	Lit-News_mentions
102095	Lit-News_mentions
104011	Lit-News_mentions
103414	Lit-News_mentions
100525	Lit-News_mentions
102015	Lit-News_mentions
104745	Lit-News_mentions
104898	Lit-News_mentions
101738	non-personal_reports
101044	Lit-News_mentions
103764	Lit-News_mentions
200050	Lit-News_mentions
102839	Lit-News_mentions
103541	Lit-News_mentions
302054	non-personal_reports
200907	Self_reports
300370	Self_reports
201547	Lit-News_mentions
101535	Lit-News_mentions
200021	Self_reports
201402	Self_reports
104612	Lit-News_mentions
301058	non-personal_reports
103460	Lit-News_mentions
301765	non-personal_reports
201497	Self_reports
105742	Lit-News_mentions
103095	non-personal_reports
102820	Lit-News_mentions
105604	Lit-News_mentions
302340	Self_reports
104385	Lit-News_mentions
201057	Self_reports
200304	Self_reports
102660	Lit-News_mentions
300248	Lit-News_mentions
103625	Lit-News_mentions
105354	Lit-News_mentions
200299	Self_reports
100337	non-personal_reports
301657	Self_reports
103319	Self_reports
300854	non-personal_reports
300749	non-personal_reports
300913	non-personal_reports
103156	Lit-News_mentions
101310	Lit-News_mentions
104860	Lit-News_mentions
301568	Lit-News_mentions
200044	non-personal_reports
103192	Lit-News_mentions
104176	Lit-News_mentions
300132	Self_reports
103435	Lit-News_mentions
201019	Self_reports
200472	Self_reports
302020	Lit-News_mentions
103784	Lit-News_mentions
301133	Self_reports
104986	Lit-News_mentions
300679	Self_reports
301733	non-personal_reports
301431	non-personal_reports
105385	Lit-News_mentions
300062	non-personal_reports
300098	non-personal_reports
101454	Lit-News_mentions
200152	Self_reports
103306	Lit-News_mentions
102649	Lit-News_mentions
300140	non-personal_reports
105469	Lit-News_mentions
300870	non-personal_reports
201292	Self_reports
301789	non-personal_reports
301190	Self_reports
100026	Lit-News_mentions
103596	Lit-News_mentions
104979	Lit-News_mentions
301978	Self_reports
301594	non-personal_reports
300417	Lit-News_mentions
104809	Lit-News_mentions
101002	Lit-News_mentions
300839	non-personal_reports
101504	Lit-News_mentions
104548	Lit-News_mentions
101785	Lit-News_mentions
301653	non-personal_reports
201147	Self_reports
301075	non-personal_reports
302203	non-personal_reports
200106	Self_reports
300367	Lit-News_mentions
105441	Lit-News_mentions
104891	Lit-News_mentions
102729	Lit-News_mentions
102224	Self_reports
101079	Lit-News_mentions
100199	Lit-News_mentions
105050	Lit-News_mentions
105356	Lit-News_mentions
101826	Lit-News_mentions
105049	Lit-News_mentions
200711	Self_reports
101521	Lit-News_mentions
105093	Lit-News_mentions
100850	Lit-News_mentions
104629	non-personal_reports
101830	Lit-News_mentions
102779	Lit-News_mentions
102987	Lit-News_mentions
104553	Lit-News_mentions
100463	Lit-News_mentions
103609	Lit-News_mentions
104685	Lit-News_mentions
104424	Lit-News_mentions
201565	Self_reports
103304	Lit-News_mentions
301007	non-personal_reports
300753	non-personal_reports
105383	Lit-News_mentions
102536	Lit-News_mentions
100875	Lit-News_mentions
302393	non-personal_reports
301606	non-personal_reports
104958	non-personal_reports
105715	Lit-News_mentions
103135	Lit-News_mentions
301403	Lit-News_mentions
105550	Lit-News_mentions
105559	Lit-News_mentions
300623	non-personal_reports
102044	Lit-News_mentions
300577	non-personal_reports
104172	Lit-News_mentions
104915	Lit-News_mentions
102832	Lit-News_mentions
105949	Lit-News_mentions
302134	Lit-News_mentions
300917	non-personal_reports
105276	Lit-News_mentions
100025	Lit-News_mentions
101928	Lit-News_mentions
101632	Lit-News_mentions
200522	Self_reports
101973	non-personal_reports
302218	non-personal_reports
302021	non-personal_reports
201451	Self_reports
102337	Lit-News_mentions
101194	Lit-News_mentions
100269	Lit-News_mentions
200146	Self_reports
100572	non-personal_reports
105665	Lit-News_mentions
102227	Lit-News_mentions
102356	Lit-News_mentions
100931	Lit-News_mentions
301317	non-personal_reports
301950	non-personal_reports
102871	Lit-News_mentions
200089	non-personal_reports
101270	Lit-News_mentions
104624	Lit-News_mentions
103805	Lit-News_mentions
200670	Self_reports
201639	Self_reports
102618	Lit-News_mentions
201430	Self_reports
102417	Lit-News_mentions
300334	Lit-News_mentions
105958	Lit-News_mentions
300731	Self_reports
103810	Lit-News_mentions
101746	Lit-News_mentions
102916	Lit-News_mentions
302334	Self_reports
302092	non-personal_reports
105704	Lit-News_mentions
102189	Lit-News_mentions
100570	Lit-News_mentions
104800	Lit-News_mentions
100042	Lit-News_mentions
103139	Lit-News_mentions
105117	Lit-News_mentions
301313	Lit-News_mentions
200405	Self_reports
103982	Lit-News_mentions
301971	non-personal_reports
101527	Lit-News_mentions
302255	non-personal_reports
104308	Lit-News_mentions
103179	Lit-News_mentions
301753	non-personal_reports
100102	Lit-News_mentions
200210	Self_reports
100119	Lit-News_mentions
301668	non-personal_reports
100049	Lit-News_mentions
105322	Lit-News_mentions
302103	Lit-News_mentions
302253	Lit-News_mentions
301620	non-personal_reports
105659	Lit-News_mentions
300743	non-personal_reports
103593	Lit-News_mentions
104822	Lit-News_mentions
300156	Self_reports
105082	Lit-News_mentions
105643	Lit-News_mentions
200735	Self_reports
105555	Lit-News_mentions
200917	Self_reports
102188	Lit-News_mentions
201428	Self_reports
103176	Lit-News_mentions
100365	Lit-News_mentions
103169	Lit-News_mentions
101643	Lit-News_mentions
105564	Lit-News_mentions
301743	Self_reports
104289	Lit-News_mentions
105640	Lit-News_mentions
302269	non-personal_reports
101106	Lit-News_mentions
302405	non-personal_reports
301577	non-personal_reports
102200	Lit-News_mentions
103642	Lit-News_mentions
300766	non-personal_reports
103797	Lit-News_mentions
301768	non-personal_reports
200754	Self_reports
301565	Self_reports
301880	non-personal_reports
200373	non-personal_reports
100270	Lit-News_mentions
201237	non-personal_reports
301292	non-personal_reports
101993	Lit-News_mentions
104175	Lit-News_mentions
200114	Self_reports
301573	Self_reports
200112	Lit-News_mentions
105170	Lit-News_mentions
103079	Lit-News_mentions
102718	Lit-News_mentions
101621	Lit-News_mentions
100948	Lit-News_mentions
100215	Lit-News_mentions
201372	Self_reports
100728	Lit-News_mentions
103783	Lit-News_mentions
105741	Lit-News_mentions
100966	Self_reports
300116	non-personal_reports
100983	Lit-News_mentions
105812	Lit-News_mentions
102950	Lit-News_mentions
101767	Lit-News_mentions
100584	Lit-News_mentions
104350	Lit-News_mentions
300570	non-personal_reports
301637	Lit-News_mentions
300354	non-personal_reports
101201	Lit-News_mentions
201103	Self_reports
301037	non-personal_reports
302142	Lit-News_mentions
201582	Self_reports
101982	non-personal_reports
104686	Lit-News_mentions
100135	Lit-News_mentions
201374	Self_reports
302062	non-personal_reports
103324	Lit-News_mentions
302300	non-personal_reports
200977	Self_reports
301922	non-personal_reports
301792	Self_reports
105744	Lit-News_mentions
200667	Self_reports
201109	Self_reports
300191	non-personal_reports
100616	Lit-News_mentions
105389	Lit-News_mentions
200298	Self_reports
104348	Lit-News_mentions
103132	Lit-News_mentions
200804	Lit-News_mentions
300768	Lit-News_mentions
105283	Lit-News_mentions
104996	Lit-News_mentions
103569	Lit-News_mentions
200061	Self_reports
102260	Lit-News_mentions
200296	Self_reports
102943	Lit-News_mentions
101009	non-personal_reports
301557	non-personal_reports
103812	Lit-News_mentions
102053	Lit-News_mentions
102753	Lit-News_mentions
100981	Lit-News_mentions
301124	non-personal_reports
103855	Lit-News_mentions
102170	Lit-News_mentions
103553	Lit-News_mentions
103564	Lit-News_mentions
102775	Lit-News_mentions
301217	Lit-News_mentions
103166	Lit-News_mentions
102471	Lit-News_mentions
100366	Lit-News_mentions
102655	Lit-News_mentions
201226	Self_reports
301771	non-personal_reports
302146	Self_reports
101129	Lit-News_mentions
100615	Lit-News_mentions
102193	Lit-News_mentions
101325	Lit-News_mentions
200958	Self_reports
201421	Self_reports
100868	Lit-News_mentions
103401	non-personal_reports
302002	non-personal_reports
104564	Lit-News_mentions
201246	Self_reports
102413	Lit-News_mentions
301640	Self_reports
301752	Lit-News_mentions
102484	Lit-News_mentions
200393	Self_reports
301470	non-personal_reports
201353	Self_reports
100694	Lit-News_mentions
100701	Lit-News_mentions
102108	non-personal_reports
101266	Lit-News_mentions
100777	Lit-News_mentions
105244	Lit-News_mentions
100283	Lit-News_mentions
301802	Self_reports
104295	Lit-News_mentions
301206	non-personal_reports
200952	Self_reports
105810	Lit-News_mentions
302313	Self_reports
100715	Lit-News_mentions
200426	Self_reports
101490	Lit-News_mentions
200507	Self_reports
201263	Self_reports
103738	Lit-News_mentions
300497	Self_reports
302200	non-personal_reports
200593	Self_reports
101491	Lit-News_mentions
300197	Self_reports
301982	Lit-News_mentions
100768	Lit-News_mentions
100812	Lit-News_mentions
201377	Lit-News_mentions
201009	Self_reports
105839	Lit-News_mentions
105579	Lit-News_mentions
104977	Lit-News_mentions
100155	Lit-News_mentions
102040	Lit-News_mentions
101134	Lit-News_mentions
104903	Lit-News_mentions
101755	Lit-News_mentions
301785	non-personal_reports
201328	Self_reports
105227	Lit-News_mentions
300740	non-personal_reports
103057	Lit-News_mentions
101680	Lit-News_mentions
200834	Self_reports
102449	Lit-News_mentions
201220	non-personal_reports
100763	Lit-News_mentions
101932	Lit-News_mentions
105693	Lit-News_mentions
101685	Lit-News_mentions
103647	Self_reports
100643	Lit-News_mentions
200661	Self_reports
104873	Lit-News_mentions
302095	Lit-News_mentions
103147	Lit-News_mentions
103641	Lit-News_mentions
200135	Lit-News_mentions
103024	Lit-News_mentions
101204	Lit-News_mentions
301315	non-personal_reports
201159	Self_reports
103650	Lit-News_mentions
101541	Lit-News_mentions
103965	Self_reports
100654	Lit-News_mentions
105733	Lit-News_mentions
102850	Lit-News_mentions
105765	Lit-News_mentions
103223	non-personal_reports
104997	Lit-News_mentions
301984	non-personal_reports
201401	Self_reports
101032	Lit-News_mentions
105757	Lit-News_mentions
104789	Lit-News_mentions
300082	non-personal_reports
200973	Lit-News_mentions
200808	Self_reports
200720	Self_reports
301999	Self_reports
103720	Lit-News_mentions
103345	Lit-News_mentions
101422	Lit-News_mentions
301989	non-personal_reports
105249	Lit-News_mentions
102401	Lit-News_mentions
101261	Lit-News_mentions
101389	Lit-News_mentions
101336	non-personal_reports
200626	Self_reports
200580	Self_reports
301715	non-personal_reports
301782	non-personal_reports
300585	Self_reports
200608	Self_reports
102450	Lit-News_mentions
100568	Lit-News_mentions
103456	Lit-News_mentions
300684	non-personal_reports
102994	Lit-News_mentions
101306	Lit-News_mentions
100884	Lit-News_mentions
102309	Lit-News_mentions
200286	Self_reports
200829	Self_reports
300812	non-personal_reports
302079	Self_reports
101486	Lit-News_mentions
200429	Self_reports
100435	Lit-News_mentions
103328	non-personal_reports
301196	Lit-News_mentions
103086	Lit-News_mentions
200411	Self_reports
302065	Self_reports
101848	Lit-News_mentions
100774	Lit-News_mentions
301598	Self_reports
301350	non-personal_reports
101453	Lit-News_mentions
300501	non-personal_reports
200931	Lit-News_mentions
101609	Lit-News_mentions
301229	non-personal_reports
102324	Lit-News_mentions
103646	Lit-News_mentions
104722	non-personal_reports
100094	Lit-News_mentions
102052	Lit-News_mentions
300686	non-personal_reports
103630	Lit-News_mentions
105749	Lit-News_mentions
101322	Lit-News_mentions
105724	Lit-News_mentions
104695	Lit-News_mentions
302116	Self_reports
104339	Lit-News_mentions
100795	Self_reports
301404	non-personal_reports
200996	Self_reports
104896	Lit-News_mentions
301167	Self_reports
104351	Lit-News_mentions
